site,borough,crashes,observed_rate,expected_rate,base_rate,excess,excess_z,excess_lower_95,latitude,longitude,top_factors
DELANCEY STREET @ LUDLOW STREET,MANHATTAN,44,0.3864,0.3995,0.352,-0.0333,-0.5484,-0.1523,40.718792,-73.98902,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
AVENUE L @ OCEAN PARKWAY,BROOKLYN,45,0.5111,0.5089,0.3708,-0.018,-0.2624,-0.1523,40.619396,-73.969574,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
37 AVENUE @ JUNCTION BOULEVARD,QUEENS,31,0.5484,0.5345,0.3433,-0.0063,-0.0847,-0.1523,40.751545,-73.87085,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
HUMBOLDT STREET @ MEEKER AVENUE,BROOKLYN,51,0.3529,0.3668,0.3616,-0.034,-0.5621,-0.1525,40.720238,-73.94441,Driver Inattention/Distraction; Following Too Closely
114 STREET @ ROOSEVELT AVENUE,QUEENS,46,0.4783,0.4899,0.3417,-0.0318,-0.5157,-0.1526,40.75254,-73.85261,Driver Inattention/Distraction; Following Too Closely
69 STREET @ ELIOT AVENUE,QUEENS,29,0.5517,0.5284,0.3433,0.0032,0.04,-0.1529,40.71946,-73.89117,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
LINDEN BOULEVARD @ ROGERS AVENUE,BROOKLYN,26,0.5,0.4689,0.3665,0.0109,0.1307,-0.153,40.65249,-73.95267,Driver Inattention/Distraction; Passing Or Lane Usage Improper
2 AVENUE @ EAST 105 STREET,MANHATTAN,27,0.4815,0.4701,0.3348,-0.0088,-0.1191,-0.153,40.789948,-73.94293,Driver Inattention/Distraction; Unsafe Speed
EASTERN PARKWAY @ FRANKLIN AVENUE,BROOKLYN,28,0.6429,0.6238,0.3797,-0.0011,-0.0146,-0.1531,40.67066,-73.957982,Driver Inattention/Distraction; Following Too Closely
PELHAM PARKWAY SOUTH @ WHITE PLAINS ROAD,UNKNOWN,26,0.5,0.4678,0.3644,0.0121,0.1428,-0.1537,,,Driver Inattention/Distraction; Following Too Closely
31 AVENUE @ STEINWAY STREET,QUEENS,28,0.5357,0.5216,0.348,-0.0061,-0.0803,-0.154,40.76132,-73.9171,Failure To Yield Right-Of-Way; Passing Or Lane Usage Improper
EAST FORDHAM ROAD @ GRAND CONCOURSE,BRONX,40,0.55,0.5555,0.3394,-0.0257,-0.3921,-0.1541,40.862442,-73.89715,Driver Inattention/Distraction; Other Vehicular
BUSHWICK AVENUE @ MYRTLE AVENUE,BROOKLYN,39,0.5128,0.5153,0.3613,-0.0226,-0.3371,-0.1543,40.697315,-73.93227,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST TREMONT AVENUE @ WHITE PLAINS ROAD,BRONX,36,0.5,0.5039,0.3534,-0.0241,-0.3608,-0.1549,40.841087,-73.86448,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
1 AVENUE @ EAST 120 STREET,MANHATTAN,31,0.4839,0.4715,0.3463,-0.0078,-0.1042,-0.155,40.798584,-73.93353,Driver Inattention/Distraction; Other Vehicular
HORACE HARDING EXPRESSWAY @ SPRINGFIELD BOULEVARD,QUEENS,33,0.4545,0.4328,0.3603,0.0016,0.0195,-0.1552,40.74733,-73.755806,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
CROSS BRONX EXPRESSWAY @ WEBSTER AVENUE,BRONX,43,0.4186,0.4176,0.3536,-0.0191,-0.2746,-0.1556,40.844578,-73.902695,Driver Inattention/Distraction; Traffic Control Disregarded
EAST FORDHAM ROAD @ JEROME AVENUE,BRONX,30,0.5,0.488,0.3388,-0.0082,-0.1087,-0.1556,40.862755,-73.901085,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BRIGHTON BEACH AVENUE @ OCEAN PARKWAY,BROOKLYN,33,0.5758,0.5636,0.3862,-0.008,-0.1057,-0.1557,40.576305,-73.96853,Driver Inattention/Distraction; Traffic Control Disregarded
43 STREET @ ASTORIA BOULEVARD,QUEENS,26,0.4615,0.4276,0.3428,0.0138,0.1592,-0.1562,40.768887,-73.90691,Traffic Control Disregarded; Following Too Closely
3 AVENUE @ EAST 135 STREET,BRONX,48,0.3542,0.3654,0.3416,-0.0314,-0.4896,-0.1569,40.809563,-73.92923,Driver Inattention/Distraction; Following Too Closely
FLATBUSH AVENUE @ LAFAYETTE AVENUE,BROOKLYN,46,0.4348,0.4512,0.3626,-0.0366,-0.5934,-0.1573,40.68668,-73.97937,Driver Inattention/Distraction; Passing Or Lane Usage Improper
METROPOLITAN AVENUE @ VANDERVORT AVENUE,BROOKLYN,35,0.4,0.3917,0.3479,-0.0118,-0.1597,-0.1573,40.714382,-73.93345,Driver Inattention/Distraction; Other Vehicular
BOSTON ROAD @ CONNER STREET,BRONX,28,0.4643,0.4341,0.3368,0.01,0.1174,-0.1576,40.88599,-73.82792,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
10 AVENUE @ WEST 42 STREET,MANHATTAN,48,0.3542,0.3813,0.3538,-0.0473,-0.8391,-0.1578,40.759624,-73.99548,Driver Inattention/Distraction; Passing Too Closely
FOREST PARK DRIVE @ WOODHAVEN BOULEVARD,QUEENS,32,0.625,0.6183,0.3562,-0.0135,-0.1821,-0.1584,40.700592,-73.85457,Following Too Closely; Passing Or Lane Usage Improper
57 ROAD @ COLLEGE POINT BOULEVARD,QUEENS,30,0.5,0.4744,0.3438,0.0054,0.0646,-0.1587,40.746887,-73.8347,Failure To Yield Right-Of-Way; Following Too Closely
LINDEN BOULEVARD @ POWELL STREET,BROOKLYN,25,0.4,0.3609,0.3337,0.0189,0.2087,-0.1589,40.657227,-73.900764,Other Vehicular; Following Too Closely
LENOX AVENUE @ WEST 139 STREET,MANHATTAN,25,0.44,0.419,0.3413,0.0009,0.0105,-0.1594,40.81666,-73.938995,Other Vehicular; Driver Inattention/Distraction
65 PLACE @ QUEENS BOULEVARD,QUEENS,81,0.3951,0.4369,0.3424,-0.062,-1.2473,-0.1595,40.740894,-73.89961,Driver Inattention/Distraction; Turning Improperly
MACOMBS DAM BRIDGE @ MAJOR DEEGAN EXPRESSWAY,BRONX,54,0.4259,0.4451,0.339,-0.0394,-0.6416,-0.1596,40.828407,-73.93125,Driver Inattention/Distraction; Traffic Control Disregarded
156 AVENUE @ CROSS BAY BOULEVARD,QUEENS,53,0.4528,0.4739,0.3484,-0.0413,-0.683,-0.1597,40.664192,-73.841125,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ARTHUR KILL ROAD @ RICHMOND AVENUE,STATEN ISLAND,49,0.4286,0.4459,0.3354,-0.0375,-0.6017,-0.1597,40.561092,-74.16984,Driver Inattention/Distraction; Following Too Closely
BROADWAY @ GATES AVENUE,BROOKLYN,33,0.4848,0.4805,0.3649,-0.0158,-0.2151,-0.1598,40.68949,-73.92207,Driver Inattention/Distraction; Following Too Closely
MURRAY STREET @ WEST STREET,MANHATTAN,38,0.4474,0.4536,0.3297,-0.0264,-0.3881,-0.1598,40.715237,-74.01339,Driver Inattention/Distraction; Passing Or Lane Usage Improper
WILLIAMSBURG STREET EAST @ WYTHE AVENUE,BROOKLYN,41,0.4146,0.4326,0.3517,-0.0382,-0.6112,-0.1606,40.70113,-73.96087,Driver Inattention/Distraction; Passing Or Lane Usage Improper
2 AVENUE @ EAST 59 STREET,MANHATTAN,58,0.4138,0.4472,0.3384,-0.0535,-0.9781,-0.1608,40.7606,-73.964325,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
DELANCEY STREET @ ORCHARD STREET,MANHATTAN,38,0.4211,0.4316,0.3448,-0.0307,-0.4631,-0.1608,40.719025,-73.98978,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
3 AVENUE @ EAST 96 STREET,MANHATTAN,37,0.3514,0.3586,0.3471,-0.0274,-0.4013,-0.1611,40.78519,-73.94934,Driver Inattention/Distraction; Unsafe Speed
BRONX RIVER AVENUE @ BRUCKNER BOULEVARD,BRONX,58,0.4483,0.4737,0.344,-0.0456,-0.7715,-0.1614,40.82325,-73.88277,Driver Inattention/Distraction; Following Too Closely
BROADWAY @ WEST 133 STREET,MANHATTAN,28,0.4286,0.4087,0.3559,-0.0003,-0.0039,-0.1618,40.8188,-73.956024,Driver Inattention/Distraction; Traffic Control Disregarded
EAST 167 STREET @ GRAND CONCOURSE,BRONX,29,0.5517,0.5395,0.3309,-0.008,-0.1016,-0.1622,40.834515,-73.91771,Driver Inattention/Distraction; Traffic Control Disregarded
BEDFORD AVENUE @ CHURCH AVENUE,BROOKLYN,31,0.5484,0.5475,0.3643,-0.0193,-0.2648,-0.1622,40.650528,-73.95583,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ATLANTIC AVENUE @ LEFFERTS BOULEVARD,QUEENS,25,0.48,0.4597,0.3416,0.0001,0.0011,-0.1625,40.69405,-73.82802,Alcohol Involvement; Traffic Control Disregarded
77 STREET @ ASTORIA BOULEVARD,QUEENS,43,0.3488,0.3577,0.3298,-0.029,-0.4241,-0.1633,40.766685,-73.892136,Driver Inattention/Distraction; Unsafe Lane Changing
BUSHWICK AVENUE @ FLUSHING AVENUE,BROOKLYN,49,0.4286,0.454,0.3645,-0.0456,-0.7594,-0.1634,40.701912,-73.93699,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BOWERY @ DELANCEY STREET,MANHATTAN,52,0.3654,0.3927,0.3473,-0.0475,-0.8016,-0.1635,40.72032,-73.99405,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
PARSONS BOULEVARD @ UNION TURNPIKE,QUEENS,31,0.5161,0.5092,0.3392,-0.0132,-0.1722,-0.1639,40.71991,-73.809044,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
132 STREET @ 20 AVENUE,QUEENS,27,0.4444,0.4263,0.349,-0.002,-0.0244,-0.1642,40.781647,-73.8367,Driver Inattention/Distraction; Following Too Closely
BOOTH MEMORIAL AVENUE @ MAIN STREET,QUEENS,33,0.5455,0.5639,0.366,-0.0386,-0.6002,-0.1645,40.746555,-73.8262,Failure To Yield Right-Of-Way; Passing Or Lane Usage Improper
130 STREET @ ATLANTIC AVENUE,QUEENS,30,0.4667,0.4576,0.3455,-0.0111,-0.1417,-0.1649,40.695854,-73.818924,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
ATLANTIC AVENUE @ EASTERN PARKWAY,BROOKLYN,98,0.398,0.4526,0.3738,-0.0748,-1.6215,-0.1653,40.67619,-73.9081,Driver Inattention/Distraction; Other Vehicular
2 AVENUE @ EAST 34 STREET,MANHATTAN,63,0.381,0.4258,0.3339,-0.065,-1.2693,-0.1654,40.744778,-73.97589,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
JAMAICA AVENUE @ SPRINGFIELD BOULEVARD,QUEENS,32,0.5312,0.5275,0.3597,-0.0164,-0.2151,-0.1657,40.718502,-73.73527,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST 108 STREET @ FLATLANDS AVENUE,BROOKLYN,25,0.56,0.5431,0.3854,-0.0033,-0.0399,-0.1658,40.64891,-73.89256,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST FORDHAM ROAD @ WASHINGTON AVENUE,BRONX,28,0.4286,0.4094,0.3391,-0.001,-0.0113,-0.166,40.86038,-73.88889,Driver Inattention/Distraction; Following Too Closely
STATEN ISLAND EXPRESSWAY @ VICTORY BOULEVARD,STATEN ISLAND,25,0.44,0.4053,0.3225,0.0146,0.158,-0.1661,40.609497,-74.150185,Driver Inattention/Distraction; Following Too Closely
EAST 167 STREET @ WEBSTER AVENUE,BRONX,33,0.5758,0.5853,0.3545,-0.0297,-0.4242,-0.1668,40.830738,-73.9105,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ATLANTIC AVENUE @ RALPH AVENUE,BROOKLYN,25,0.6,0.5787,0.3679,0.0011,0.0132,-0.1674,40.676937,-73.92182,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
METROPOLITAN AVENUE @ MORGAN AVENUE,BROOKLYN,25,0.52,0.4991,0.3452,0.0007,0.0087,-0.1675,40.714455,-73.935295,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
AMSTERDAM AVENUE @ WEST 178 STREET,MANHATTAN,52,0.2885,0.3219,0.3514,-0.0536,-0.9204,-0.1677,40.846153,-73.932335,Driver Inattention/Distraction; Following Too Closely
9 AVENUE @ WEST 40 STREET,MANHATTAN,25,0.44,0.4325,0.3497,-0.0127,-0.1606,-0.1679,40.757145,-73.99357,Unsafe Lane Changing; Driver Inattention/Distraction
ROCKAWAY PARKWAY @ SKIDMORE AVENUE,BROOKLYN,48,0.4792,0.4957,0.3709,-0.0367,-0.5477,-0.168,40.632435,-73.88818,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ATLANTIC AVENUE @ FORT GREENE PLACE,BROOKLYN,33,0.3636,0.3674,0.3317,-0.0239,-0.3259,-0.168,40.683514,-73.97596,Driver Inattention/Distraction; Following Too Closely
10 AVENUE @ DYCKMAN STREET,MANHATTAN,27,0.4074,0.391,0.3523,-0.0038,-0.045,-0.1682,40.85891,-73.922966,Unsafe Speed; Driver Inexperience
BROADWAY @ UNION AVENUE,BROOKLYN,32,0.625,0.6339,0.3588,-0.0291,-0.4084,-0.1688,40.70547,-73.95024,Driver Inattention/Distraction; Passing Or Lane Usage Improper
COZINE AVENUE @ PENNSYLVANIA AVENUE,BROOKLYN,28,0.3929,0.3847,0.3468,-0.012,-0.1504,-0.1689,40.65414,-73.88732,Driver Inattention/Distraction; Passing Too Closely
1 AVENUE @ EAST 23 STREET,MANHATTAN,39,0.4872,0.5057,0.3574,-0.0387,-0.5826,-0.1689,40.736885,-73.978546,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BOWERY @ CANAL STREET,MANHATTAN,74,0.3919,0.4453,0.3502,-0.0736,-1.5132,-0.1689,40.716644,-73.99582,Driver Inattention/Distraction; Driver Inexperience
49 STREET @ ASTORIA BOULEVARD,QUEENS,36,0.4722,0.4764,0.3549,-0.0243,-0.3292,-0.1692,40.767418,-73.90202,Driver Inattention/Distraction; Following Too Closely
8 AVENUE @ WEST 30 STREET,MANHATTAN,30,0.5667,0.5794,0.3466,-0.0329,-0.4737,-0.1692,40.749672,-73.9953,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
58 STREET @ BROADWAY,QUEENS,25,0.68,0.6771,0.3375,-0.0173,-0.2222,-0.1698,40.75184,-73.90358,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
61 STREET @ QUEENS BOULEVARD,QUEENS,27,0.5185,0.5049,0.3346,-0.0065,-0.0776,-0.1708,40.74128,-73.90257,Driver Inattention/Distraction; Traffic Control Disregarded
EAST 188 STREET @ WEBSTER AVENUE,BRONX,28,0.5,0.5069,0.3451,-0.027,-0.3682,-0.1709,40.859875,-73.89323,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
CROPSEY AVENUE @ SHORE PARKWAY,BROOKLYN,29,0.4483,0.4308,0.3719,-0.0027,-0.0315,-0.171,40.585335,-73.98749,Driver Inattention/Distraction; Following Too Closely
KINGS HIGHWAY @ ROCKAWAY PARKWAY,BROOKLYN,31,0.5484,0.5432,0.378,-0.015,-0.1883,-0.1714,40.66077,-73.91975,Driver Inattention/Distraction; Other Vehicular
37 AVENUE @ 69 STREET,QUEENS,28,0.4286,0.4156,0.36,-0.0072,-0.0854,-0.1719,40.74846,-73.896736,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FLATBUSH AVENUE @ PROSPECT PLACE,BROOKLYN,25,0.52,0.5051,0.37,-0.0053,-0.062,-0.1725,40.67864,-73.97352,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
109 AVENUE @ LEFFERTS BOULEVARD,QUEENS,30,0.5,0.4972,0.3439,-0.0174,-0.219,-0.1728,40.682243,-73.82222,Traffic Control Disregarded; Failure To Yield Right-Of-Way
4 AVENUE @ 5 STREET,BROOKLYN,25,0.72,0.7426,0.3231,-0.0428,-0.645,-0.1728,40.672768,-73.98672,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
FULTON STREET @ ROCKAWAY AVENUE,BROOKLYN,28,0.5357,0.5254,0.3598,-0.0099,-0.1188,-0.173,40.678276,-73.91076,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
2 AVENUE @ EAST 51 STREET,MANHATTAN,31,0.4516,0.4615,0.3367,-0.03,-0.4108,-0.1732,40.755505,-73.96807,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FOOD CENTER DRIVE @ HALLECK STREET,BRONX,28,0.3214,0.3154,0.3306,-0.0141,-0.1735,-0.1736,40.809406,-73.8803,Driver Inattention/Distraction; Passing Or Lane Usage Improper
ATLANTIC AVENUE @ TROY AVENUE,BROOKLYN,36,0.3889,0.3986,0.3563,-0.0299,-0.4067,-0.1738,40.677715,-73.93587,Driver Inattention/Distraction; Traffic Control Disregarded
4 AVENUE @ 46 STREET,BROOKLYN,28,0.6071,0.6273,0.3506,-0.0403,-0.5918,-0.1739,40.648705,-74.010254,Driver Inattention/Distraction; Other Vehicular
EAST 42 STREET @ LEXINGTON AVENUE,MANHATTAN,35,0.3714,0.3919,0.345,-0.0407,-0.5982,-0.174,40.751442,-73.97606,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BELMONT AVENUE @ PENNSYLVANIA AVENUE,BROOKLYN,29,0.4483,0.4373,0.3615,-0.0091,-0.1087,-0.174,40.670624,-73.895546,Driver Inattention/Distraction; Following Too Closely
BAINBRIDGE AVENUE @ MOSHOLU PARKWAY,BRONX,28,0.5714,0.5703,0.3385,-0.019,-0.2401,-0.1743,40.872494,-73.88147,Failure To Yield Right-Of-Way; Traffic Control Disregarded
HILLSIDE AVENUE @ QUEENS BOULEVARD,QUEENS,31,0.4516,0.4538,0.3473,-0.0224,-0.2891,-0.1743,40.7042,-73.815254,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
MARCY AVENUE @ MYRTLE AVENUE,BROOKLYN,29,0.5517,0.5615,0.3745,-0.03,-0.406,-0.1747,40.695377,-73.9492,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
MAIN STREET @ ROOSEVELT AVENUE,QUEENS,47,0.5319,0.5739,0.3509,-0.0622,-1.0754,-0.1754,40.75957,-73.83014,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
RIVERSIDE DRIVE @ WEST 158 STREET,MANHATTAN,29,0.4138,0.4168,0.3464,-0.0231,-0.2978,-0.1755,40.83512,-73.94552,Driver Inattention/Distraction; Following Too Closely
108 STREET @ ASTORIA BOULEVARD,QUEENS,26,0.5,0.4834,0.3574,-0.0036,-0.0411,-0.1759,40.760494,-73.8614,Driver Inattention/Distraction; Driver Inexperience
FARRAGUT ROAD @ REMSEN AVENUE,BROOKLYN,26,0.6154,0.6056,0.3737,-0.0104,-0.1228,-0.1768,40.643204,-73.90929,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
FLATBUSH AVENUE @ NOSTRAND AVENUE,BROOKLYN,28,0.5714,0.5679,0.3613,-0.0166,-0.2025,-0.1772,40.632885,-73.94771,Driver Inattention/Distraction; Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
EAST TREMONT AVENUE @ GRAND CONCOURSE,BRONX,47,0.4894,0.5275,0.356,-0.0584,-0.962,-0.1772,40.849453,-73.906,Driver Inattention/Distraction; Turning Improperly
65 STREET @ BAY PARKWAY,BROOKLYN,28,0.5,0.4958,0.3685,-0.0159,-0.1932,-0.1774,40.61384,-73.981442,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
6 AVENUE @ FLATBUSH AVENUE,BROOKLYN,32,0.5312,0.5462,0.3785,-0.0351,-0.4812,-0.178,40.680267,-73.974695,Driver Inattention/Distraction; Following Too Closely
BELT PARKWAY @ CROSS BAY BOULEVARD,QUEENS,39,0.4359,0.4503,0.3588,-0.0345,-0.4711,-0.1783,40.666073,-73.84158,Driver Inattention/Distraction; Following Too Closely
EAST 101 STREET @ MADISON AVENUE,MANHATTAN,26,0.3846,0.3994,0.3531,-0.035,-0.4782,-0.1784,40.790417,-73.95184,Passing Or Lane Usage Improper; Traffic Control Disregarded
UTICA AVENUE @ WINTHROP STREET,BROOKLYN,34,0.4706,0.4889,0.3611,-0.0385,-0.5384,-0.1787,40.658295,-73.93109,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
33 STREET @ ASTORIA BOULEVARD,QUEENS,49,0.2449,0.2838,0.3628,-0.059,-0.9669,-0.1787,40.77026,-73.915855,Passing Or Lane Usage Improper; Driver Inattention/Distraction
CHURCH AVENUE @ NOSTRAND AVENUE,BROOKLYN,36,0.5278,0.5479,0.37,-0.0403,-0.5696,-0.1788,40.650806,-73.949575,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BOOTH MEMORIAL AVENUE @ COLLEGE POINT BOULEVARD,QUEENS,26,0.4231,0.4061,0.3486,-0.0032,-0.0357,-0.1789,40.74803,-73.83315,Passing Or Lane Usage Improper; Failure To Yield Right-Of-Way
1 AVENUE @ EAST 62 STREET,MANHATTAN,56,0.375,0.4262,0.329,-0.0714,-1.3,-0.179,40.761486,-73.96061,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
2 AVENUE @ EAST 46 STREET,MANHATTAN,26,0.5,0.4983,0.3464,-0.0185,-0.2254,-0.1791,40.752379,-73.970348,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ATLANTIC AVENUE @ COURT STREET,BROOKLYN,32,0.5312,0.555,0.3704,-0.0439,-0.6348,-0.1794,40.68969,-73.99237,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BAYCHESTER AVENUE @ BOSTON ROAD,BRONX,37,0.4324,0.4483,0.3473,-0.036,-0.4898,-0.1802,40.881264,-73.83875,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
CROSS ISLAND PARKWAY @ SOUTHERN STATE PARKWAY,QUEENS,27,0.4444,0.4271,0.3632,-0.0029,-0.0315,-0.1805,40.69078,-73.72728,Pavement Slippery; Other Vehicular
FARMERS BOULEVARD @ MERRICK BOULEVARD,QUEENS,58,0.4138,0.464,0.3547,-0.0704,-1.2464,-0.181,40.67973,-73.76162,Failure To Yield Right-Of-Way; Passing Or Lane Usage Improper
FRANCIS LEWIS BOULEVARD @ LONG ISLAND EXPRESSWAY,QUEENS,28,0.4286,0.4198,0.3702,-0.0114,-0.1317,-0.1817,40.74333,-73.77574,Driver Inattention/Distraction; Following Too Closely
BROOKLYN QUEENS EXPRESSWAY @ QUEENS BOULEVARD,QUEENS,27,0.4444,0.4254,0.3503,-0.0012,-0.0126,-0.1818,40.740814,-73.898895,Driver Inattention/Distraction; Other Vehicular
FLATBUSH AVENUE @ STERLING PLACE,BROOKLYN,25,0.44,0.451,0.3581,-0.0312,-0.4051,-0.182,40.67639,-73.97189,Driver Inattention/Distraction; Following Too Closely
BUSHWICK AVENUE @ HIGHLAND BOULEVARD,BROOKLYN,43,0.3953,0.4258,0.3711,-0.0506,-0.7539,-0.1822,40.679535,-73.900475,Driver Inattention/Distraction; Unsafe Speed
BROADWAY @ WEST 231 STREET,BRONX,29,0.4483,0.4551,0.3434,-0.027,-0.3407,-0.1825,40.87892,-73.90479,Driver Inattention/Distraction; Aggressive Driving/Road Rage
23 AVENUE @ 82 STREET,QUEENS,37,0.3784,0.4003,0.346,-0.0421,-0.5874,-0.1827,40.766357,-73.88756,Driver Inattention/Distraction; Following Too Closely
HILLSIDE AVENUE @ HOLLIS COURT BOULEVARD,QUEENS,32,0.4375,0.4361,0.3498,-0.0188,-0.2243,-0.1827,40.72416,-73.754974,Driver Inattention/Distraction; Following Too Closely
HARLEM RIVER DRIVE @ WEST 155 STREET,MANHATTAN,39,0.3077,0.3364,0.3722,-0.0489,-0.7147,-0.1831,40.828297,-73.93519,Driver Inattention/Distraction; Unsafe Lane Changing
BROADWAY @ CHAMBERS STREET,MANHATTAN,25,0.48,0.4847,0.3382,-0.0248,-0.3076,-0.1831,40.714165,-74.00632,Driver Inattention/Distraction; Following Too Closely
8 AVENUE @ WEST 34 STREET,MANHATTAN,32,0.5,0.5163,0.3506,-0.0364,-0.4864,-0.1833,40.75219,-73.99347,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
37 AVENUE @ BROADWAY,QUEENS,33,0.4242,0.435,0.3409,-0.031,-0.3979,-0.1834,40.74855,-73.89582,Driver Inattention/Distraction; Traffic Control Disregarded
FLATBUSH AVENUE @ LIVINGSTON STREET,BROOKLYN,31,0.4839,0.4935,0.3835,-0.0297,-0.3793,-0.1835,40.687553,-73.980385,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BROADWAY @ WEST 179 STREET,MANHATTAN,27,0.3333,0.352,0.3715,-0.0389,-0.5244,-0.1841,40.848938,-73.93707,Driver Inattention/Distraction; Passing Or Lane Usage Improper
FLUSHING AVENUE @ HUMBOLDT STREET,BROOKLYN,32,0.4375,0.4639,0.3622,-0.0466,-0.663,-0.1843,40.701077,-73.94043,Driver Inattention/Distraction; Traffic Control Disregarded
17 STREET @ 4 AVENUE,BROOKLYN,34,0.4706,0.4824,0.373,-0.0319,-0.4102,-0.1846,40.664955,-73.99335,Following Too Closely; Driver Inattention/Distraction
AVENUE OF THE AMERICAS @ WEST 14 STREET,MANHATTAN,25,0.44,0.4446,0.3404,-0.0248,-0.3041,-0.1846,40.73736,-73.99685,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BEDFORD AVENUE @ EASTERN PARKWAY,BROOKLYN,45,0.5556,0.5962,0.3861,-0.0608,-0.963,-0.1847,40.670124,-73.95528,Driver Inattention/Distraction; Traffic Control Disregarded
BELT PARKWAY @ FLATBUSH AVENUE,BROOKLYN,32,0.4688,0.4728,0.3736,-0.0242,-0.2955,-0.1847,40.59651,-73.907875,Driver Inattention/Distraction; Other Vehicular
FOREST HILL ROAD @ RICHMOND AVENUE,STATEN ISLAND,42,0.4762,0.503,0.341,-0.047,-0.6693,-0.1847,40.570835,-74.16983,Driver Inattention/Distraction; Following Too Closely
BEDFORD AVENUE @ HYLAN BOULEVARD,STATEN ISLAND,30,0.5,0.5024,0.3522,-0.0225,-0.272,-0.1849,40.578625,-74.10167,Driver Inattention/Distraction; Traffic Control Disregarded
ATLANTIC AVENUE @ SMITH STREET,BROOKLYN,32,0.4375,0.4524,0.3762,-0.0351,-0.4553,-0.1861,40.688618,-73.98917,Driver Inattention/Distraction; Unsafe Lane Changing
HAVEMEYER STREET @ SOUTH 5 STREET,BROOKLYN,26,0.3846,0.3879,0.3275,-0.0234,-0.2821,-0.1863,40.70955,-73.95886,Driver Inattention/Distraction; Passing Or Lane Usage Improper
METROPOLITAN AVENUE @ UNION AVENUE,BROOKLYN,31,0.5484,0.5725,0.3624,-0.0442,-0.6096,-0.1865,40.714066,-73.95163,Failure To Yield Right-Of-Way; Following Too Closely
AVENUE OF THE AMERICAS @ WEST 23 STREET,MANHATTAN,39,0.6154,0.6614,0.3658,-0.0662,-1.0752,-0.1868,40.742911,-73.992808,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
CHURCH AVENUE @ LINDEN BOULEVARD,BROOKLYN,34,0.5294,0.5508,0.3711,-0.0415,-0.5604,-0.1869,40.654312,-73.91759,Driver Inattention/Distraction; Unsafe Speed
BOWERY @ EAST HOUSTON STREET,MANHATTAN,50,0.38,0.4312,0.339,-0.0713,-1.2086,-0.187,40.724136,-73.992615,Driver Inattention/Distraction; Following Too Closely
69 STREET @ GRAND AVENUE,QUEENS,32,0.4688,0.4842,0.3488,-0.0356,-0.4601,-0.1872,40.725918,-73.89535,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
